Degree,Cell Count,Predicted Cell Density,Average cell Area
"(-6, 0)",1394,4.222992697100508,38.43744935359746
"(-6, 0)",1206,4.177614989223524,37.65889035536839
"(-5, 0)",1503,4.231576841116298,37.49462620765564
"(-4, 0)",1789,4.279265274706236,36.32224129839857
"(-3, -3)",1409,4.210390706785829,38.198910961326206
"(-3, -2)",1760,4.256882256943499,37.56645162445121
"(-3, -1)",1787,4.331910575073977,33.47961327307297
"(-3, 0)",1678,4.365287439178426,25.51120928549523
"(-3, 1)",1700,4.370373991790957,29.551537224406175
"(-3, 2)",1604,4.280543006748115,36.42460151665797
"(-3, 3)",1645,4.243326397420314,39.0627064043517
"(-2, -3)",1291,4.219463997581306,37.20264528200744
"(-2, 0)",3269,4.50851519164472,18.1779753960567
"(-2, 3)",1630,4.234196695966807,36.572035126787235
"(-1, -3)",1506,4.242627536348623,34.62699971049536
"(-1, -1)",3793,4.62506632867998,13.724905283378844
"(-1, 0)",4389,4.7036893625216525,8.407013239235535
"(-1, 0)",4666,4.691844078088869,9.408704842836926
"(-1, 1)",3351,4.638348087009995,12.609195061456894
"(-1, 1)",2659,4.6040650766510565,13.8486779190973
"(-1, 3)",2031,4.304100145447487,33.90165822112398
"(0, -3)",1313,4.259088678677904,33.794908643724966
"(0, -2)",2752,4.497035238929067,21.951242548969162
"(0, -1)",3689,4.620981722018554,11.104266085907295
"(0, 0)",3791,4.669935805592717,6.7314112479527415
"(0, 1)",3047,4.660306297800159,11.375997695936956
"(0, 2)",2115,4.4855157297568,23.194317788613695
"(0, 3)",1994,4.331385108726776,32.24377832441237
"(1, -3)",1763,4.312568149881993,34.07086767616741
"(1, -1)",3802,4.604250265351349,13.857976554549808
"(1, 0)",4239,4.696519628114404,8.44525789714966
"(1, 1)",3210,4.575970297657641,13.037414178369225
"(1, 3)",1562,4.252520647051546,36.79861577180727
"(2, -3)",1508,4.248976762130968,36.01407902610466
"(2, 0)",3223,4.565915202767207,17.45893098387504
"(2, 3)",1268,4.175282054172234,42.02742119548485
"(3, -3)",1351,4.217220093837824,36.56019139076853
"(3, -2)",931,4.25693835924639,37.868472627009446
"(3, -1)",1692,4.339199958421043,31.865869085953403
"(3, 0)",2101,4.378559776540292,26.31081747320371
"(3, 1)",1919,4.348455237812869,31.84448887506666
"(3, 2)",1933,4.28908530312815,35.825115001716476
"(3, 3)",1416,4.199410547698546,39.45981020509247
"(4, 0)",1735,4.274273547854109,35.708203298684914
"(5, 0)",1104,4.234677693084895,35.687256995255545
"(6, 0)",1338,4.185865546657186,43.19361371434211
