Degree,Cell Count,Predicted Cell Density,Average cell Area
"(-5, 0)",2448,4.4152901274915255,9.32317576062547
"(-5, 0)",3542,4.58260566279512,6.472488113522693
"(-4, 0)",3906,4.606371255497319,6.642669360482442
"(-4, 0)",2483,4.432425219189521,10.853076102303033
"(-3, 0)",2427,4.447172184765166,12.947177964553854
"(-3, 0)",4146,4.657337791123697,6.369231141855779
"(-2, -1)",2816,4.495992704298362,13.47856774818933
"(-2, -1)",3517,4.632352862244732,5.969628733887059
"(-2, 0)",4475,4.664186573216145,6.106807575042088
"(-2, 0)",3171,4.525329240921363,11.97462954708968
"(-2, 1)",5130,4.646898714397039,6.357561843624808
"(-1, -1)",4409,4.592931511226513,6.37504064406955
"(-1, -1)",3624,4.596368745926176,8.48126024992191
"(-1, 0)",3821,4.614419826379271,6.203161624391793
"(-1, 0)",3863,4.616802364582572,9.231037353020826
"(-1, 1)",3033,4.508785930037341,16.50599229059283
"(-1, 1)",2233,4.647159127588656,6.1054398569233514
"(0, -1)",3322,4.589767269709768,6.800882990869331
"(0, 0)",3783,4.60844560461751,7.321250146409118
"(0, 0)",3613,4.59270730267452,6.768567642631045
"(0, 0)",4191,4.657657201507196,6.405803754909905
"(0, 1)",4602,4.639835170800295,6.248263621611753
"(0, 1)",3000,4.487987744453134,16.669958315944303
"(1, -1)",3757,4.6184190288612665,6.574496982484482
"(1, 0)",4568,4.667258554556864,6.121948052981053
"(1, 0)",3734,4.610190856320801,9.871678846222025
"(1, 1)",2284,4.433844192449205,19.42262019197387
"(1, 1)",4530,4.658763978540589,6.506679135285158
"(2, -1)",3877,4.621587475844188,6.315299311472163
"(2, -1)",2444,4.425725910937564,17.49842142879297
"(2, 0)",4912,4.671695136996386,6.258577052399569
"(2, 0)",2616,4.443582356288172,18.598844574285767
"(2, 1)",4392,4.63607633244222,6.670785821181806
"(3, 0)",4791,4.670217157418261,6.560772510795813
"(3, 0)",2226,4.378818271188498,23.216988452672904
"(3, 0)",2370,4.396648463472086,19.92395033343
"(4, 0)",1165,4.258073209151878,25.72874739119308
"(4, 0)",4108,4.619675582921147,7.425640693397897
"(5, 0)",4046,4.5837049217912815,7.543360228225107
"(5, 0)",1491,4.199756727735511,33.57721584725907
"(6, 0)",3679,4.569745832116177,8.82080955023392
