Degree,Cell Count,Predicted Cell Density,Average cell Area
"(-6, 0)",1658,4.220218906079457,35.31750534738265
"(-5, 0)",1740,4.25158998535307,35.974299146609255
"(-4, 0)",2077,4.325855343214913,32.05526862412971
"(-3, -3)",1853,4.263983527902705,34.04622414302762
"(-3, 0)",2825,4.459089563080324,23.996124041680115
"(-3, 3)",1422,4.204305544371618,37.40949591930286
"(-2, -2)",2446,4.380843077656315,28.572101462109764
"(-2, 0)",3476,4.551814555921517,16.12568830472354
"(-2, 2)",2114,4.335024959466582,32.028806387203595
"(-1, -1)",3905,4.6121504197181205,14.922750653106391
"(-1, 0)",4250,4.646093338028166,10.100864916342282
"(-1, 1)",3947,4.61071330886017,13.820545304524854
"(0, -3)",2179,4.335777742285031,30.568029981400738
"(0, -2)",3220,4.527040485713644,19.673438193081314
"(0, -1)",4623,4.668831204138257,11.422322042074324
"(0, 0)",4891,4.68545922660379,6.845697424277447
"(0, 1)",4520,4.661309666269315,10.421587401128741
"(0, 2)",3095,4.499789914785607,21.362711146892067
"(0, 3)",2021,4.3141062995604,32.63470509987525
"(1, -1)",4077,4.628678669945817,14.32541190424859
"(1, 0)",4952,4.700022511746909,8.598046503436224
"(1, 1)",4509,4.61879382494846,14.66869110705542
"(2, -2)",2348,4.386818355175323,29.296875398607288
"(2, 0)",3502,4.576920621122154,16.818489273770762
"(2, 2)",2022,4.314273240954095,31.728692051816974
"(3, -3)",1648,4.20498961442751,34.43593489782765
"(3, 0)",2743,4.439523333007235,24.204535136000437
"(3, 3)",1840,4.281216292906035,25.77683185699871
"(4, 0)",2187,4.326338544648951,30.663460221627133
"(5, 0)",1797,4.261336244074661,35.44120867563683
"(6, 0)",1675,4.236132331518936,36.082844114577874
