Degree,Cell Count,Predicted Cell Density,Average cell Area
"(-5, 0)",4682,4.645568407078571,7.831105420391779
"(-4, 0)",5055,4.701774916312819,8.249755666489724
"(-4, 0)",1732,4.317007981144059,32.53554304700969
"(-3, -1)",6286,4.764668786586219,6.7413598132558334
"(-3, 0)",3167,4.44699224632218,24.76900890539947
"(-3, 0)",6058,4.7502885374990305,7.035769605049459
"(-3, 1)",5139,4.705044304396869,7.251495277556627
"(-2, -1)",5914,4.771182784940257,6.134981220662048
"(-2, 0)",6327,4.780239748072502,6.249148819940206
"(-2, 0)",3636,4.552801516833867,18.297789966242664
"(-2, 1)",5531,4.737990014233269,6.8023108637437915
"(-2, 2)",4819,4.6843694630138115,8.192933818353534
"(-1, -1)",4334,4.657327059734582,9.553337552884674
"(-1, -1)",5491,4.705945853614034,5.979849046655682
"(-1, 0)",4219,4.627176760957348,11.732187683740259
"(-1, 0)",5650,4.749233955657255,5.873773238039516
"(-1, 1)",3602,4.526958093153451,18.14060346541347
"(-1, 1)",5319,4.715383570507526,6.314882431304096
"(0, -2)",5259,4.7345247044259064,6.2979007744542965
"(0, -1)",5159,4.716213660601599,5.992964777302953
"(0, -1)",4341,4.618758748326578,10.73752865231048
"(0, 0)",4116,4.651054407012723,7.918683094776619
"(0, 0)",4342,4.664299222875668,6.88121868975592
"(0, 0)",5474,4.678810154231289,6.127065903517318
"(0, 1)",3251,4.538307794164459,18.7780838028496
"(0, 1)",5175,4.715012568665246,6.301725531422149
"(0, 2)",4740,4.682342067042062,7.1449057158042155
"(0, 2)",2126,4.324950563379496,27.110331403092548
"(1, -1)",4572,4.7095898608173155,5.869343146432206
"(1, -1)",3777,4.561484874859909,14.990820746511135
"(1, 0)",6087,4.75298147405562,5.9855949633042025
"(1, 0)",4042,4.567471827953151,16.06003194731948
"(1, 1)",2118,4.458551787442649,14.595341941279449
"(1, 2)",4710,4.669671493466072,7.2336344127156735
"(2, -2)",4773,4.689315299958493,7.306287334331709
"(2, -1)",5631,4.722751922970314,6.472287160731102
"(2, 0)",2823,4.4547018276498385,22.513811178490382
"(2, 0)",5788,4.746754502543339,6.384541350885823
"(2, 1)",4911,4.682572234308806,6.794243232238197
"(3, -1)",5183,4.69737356527673,6.795154929910803
"(3, 0)",1947,4.359317777671913,26.259341466784456
"(3, 0)",5330,4.687670900547129,7.076556897934902
"(3, 1)",4761,4.665996745665942,7.238988711176714
"(4, 0)",1891,4.249577583184396,30.769895276742062
"(4, 0)",4448,4.641740717792447,7.789647440668098
"(5, -1)",3886,4.589121579503191,10.270658547114902
"(5, 0)",4396,4.635391375014717,6.837860225366772
"(5, 0)",2116,4.346159469918163,10.460243821062717
"(5, 1)",4506,4.643223416719806,8.024675040726327
"(6, -1)",4184,4.6047067831675195,8.03674851977089
"(6, 0)",4674,4.635860427238416,6.9453514603030255
"(6, 0)",1846,4.23027082103234,30.943966934319157
