Degree,Cell Count,Predicted Cell Density,Average Cell Area
"(-5, -8)",1038,4.0533628623757,55.235144228508794
"(-5, 0)",1451,4.199281577331161,41.060223111463756
"(-5, 0)",1479,4.193642882333758,42.190874524799305
"(-4, 0)",1607,4.22389154019933,39.703169532135526
"(-3, -3)",3035,4.4908029447077515,14.697467805217975
"(-3, -2)",2497,4.421764796581066,18.486291600418053
"(-3, -1)",2127,4.434733175230186,18.11475399051226
"(-3, 0)",2466,4.434785128641773,21.066546540186554
"(-3, 1)",2642,4.428221755668699,19.796083791649718
"(-3, 2)",2808,4.422796380519365,20.766207171007476
"(-3, 3)",2869,4.441382776926051,18.244419190285097
"(-2, -3)",2702,4.488423120876741,15.870554267537987
"(-2, -2)",2546,4.409414602835401,20.9997606715235
"(-2, -1)",3218,4.491923929795394,19.168035061832732
"(-2, 0)",3279,4.527837630637303,17.78370906294072
"(-2, 1)",3122,4.476375032586991,18.245335509307793
"(-2, 2)",2607,4.496275781960134,15.328377449306174
"(-2, 3)",2880,4.482246693017917,16.861149488786612
"(-1, -3)",2693,4.482738360431007,17.84571617791371
"(-1, -2)",3311,4.504175836321952,18.424157191389497
"(-1, -1)",3835,4.590710713411973,15.619698346261496
"(-1, 0)",3346,4.586795717064504,15.274313693342817
"(-1, 0)",4301,4.656902936472162,13.363537596576917
"(-1, 1)",3629,4.558895396018964,16.754127277900857
"(-1, 2)",3052,4.464344410383266,18.406390505570098
"(-1, 3)",2663,4.443808561058138,18.562979157651387
"(0, -3)",2533,4.442576956679612,17.195008413743803
"(0, -3)",2645,4.437463488215344,17.726917542039644
"(0, -2)",2451,4.495620354822179,18.66025394470451
"(0, 0)",3137,4.469400573037102,15.667167497340408
"(0, 0)",3265,4.50739107620576,15.456755230028575
"(0, 1)",3709,4.578350828525732,15.424737223810407
"(0, 2)",2953,4.5118908987858,17.075301840758108
"(0, 3)",2739,4.4576177227676625,19.301606585761252
"(0, 3)",2462,4.412878828629009,20.464245088489573
"(1, -3)",2913,4.491140854214193,17.516905489815287
"(1, -2)",2929,4.470625288538187,18.34827990075476
"(1, -1)",3624,4.54345813027978,16.9704195966585
"(1, 0)",3158,4.51472888298842,15.992751869046435
"(1, 1)",3194,4.542153986600812,16.59960489700607
"(1, 2)",3084,4.480817424705014,18.46096926183558
"(1, 3)",2598,4.431258588558799,19.773982362007686
"(2, -3)",2880,4.470215072525353,17.40275252468085
"(2, -2)",2593,4.433803616648023,20.580730685035956
"(2, -1)",3500,4.521333979312311,17.71815141123382
"(2, 0)",3646,4.510573774027843,17.03185316475424
"(2, 1)",2619,4.4522569972494495,20.25059711231433
"(2, 2)",2680,4.45272072029186,18.07505680451574
"(2, 3)",2820,4.459254245310158,17.76377500234457
"(3, -3)",2538,4.48768388901893,17.255877642871084
"(3, -3)",3040,4.541485484003653,14.250177138845055
"(3, -2)",2933,4.429055689567729,19.199386897415696
"(3, -1)",2838,4.453554094348572,18.96071069184907
"(3, 0)",2839,4.4497625229326445,20.391678412326005
"(3, 1)",2306,4.415682555637319,21.65747006690059
"(3, 1)",3228,4.531272612615786,16.786780767464478
"(3, 2)",2581,4.475949581690175,17.83411906388921
"(3, 3)",2893,4.518218458295343,16.63211909150696
"(3, 3)",2638,4.4056713122437845,18.129042428921895
"(4, 0)",1695,4.264548205082821,38.26282481154106
"(4, 0)",1784,4.287110668703231,36.86120967181769
"(5, -1)",1348,4.187742495051475,44.224749123924646
"(5, 0)",1617,4.192609760638434,44.53023518453661
"(5, 0)",1439,4.164714282025287,44.029638103732296
"(5, 0)",1382,4.15650933321808,45.12570574374939
"(5, 1)",1343,4.16088603081603,47.4422099519611
"(6, 0)",1455,4.145655349759125,48.37116911927763
"(6, 0)",1622,4.239601607082693,39.36953357531994
"(7, 0)",1643,4.218723282726047,40.606135867881754
"(10, 0)",1251,4.122188362139669,48.1585382584998
