Degree,Cell Count,Predicted Cell Density,Average Cell Area
"(-5, 0)",2031,4.318037114633898,33.385792360491656
"(-4, 0)",1944,4.296488820692124,33.90999154074949
"(-3, 0)",4924,4.680350451325692,12.373929385064502
"(-2, 0)",4598,4.6687738268307095,12.36275193113329
"(-1, -1)",4751,4.672557854124241,12.106487969200147
"(-1, -1)",3616,4.566351604972783,16.635973818124445
"(-1, 0)",3783,4.563596932462551,16.658711171945555
"(-1, 0)",5714,4.700849617071615,11.509758393505571
"(-1, 1)",5130,4.722118424243553,11.20698685715414
"(-1, 1)",3365,4.553170241179933,16.896196725227885
"(0, -1)",4118,4.615481223998164,13.165159823249855
"(0, -1)",3387,4.549887179190076,15.861443620049613
"(0, 0)",4153,4.614871353219954,12.817627979863127
"(0, 0)",3437,4.544187320367016,16.089711440556908
"(0, 1)",4952,4.682917873383985,12.064319064763856
"(0, 1)",3007,4.525604599765865,17.05383567018859
"(0, 2)",5020,4.690710640355713,12.627010682953301
"(0, 2)",3499,4.501399346559479,18.825598298962305
"(0, 3)",4785,4.67970227397608,13.07039596760045
"(0, 4)",2201,4.349064580483559,32.35039391223066
"(0, 5)",2176,4.339925958836448,32.24539970483583
"(0, 6)",2084,4.310096919709421,33.220641694486034
"(0, 7)",2113,4.30243031689366,32.88362178279622
"(0, 8)",1917,4.28567722659534,33.36121058387433
"(0, 9)",2114,4.314321561137949,33.40911713344882
"(1, -1)",4449,4.648124163298971,12.54036298101312
"(1, -1)",3283,4.497040559592342,17.42469120875368
"(1, 0)",3626,4.561488016708148,16.614216949365474
"(1, 0)",6143,4.763510990581373,10.550375746994218
"(1, 1)",3535,4.537961878167423,17.11938025044567
"(1, 1)",5223,4.747303730498403,11.266436062859439
"(2, 0)",4999,4.704852652237597,11.80028717991344
"(2, 0)",3104,4.501015707783273,18.545117440379688
"(3, 0)",3219,4.4972826481352985,18.27407240050232
"(3, 0)",4796,4.683544950954568,12.551176003677762
"(4, 0)",2454,4.39425184934136,30.1729987679163
"(4, 0)",1615,4.21787491296533,41.87164065119554
"(5, 0)",1494,4.183517949656615,45.593056683069676
"(5, 0)",2635,4.418819249160806,28.535311674238265
"(6, 0)",2040,4.307496938885806,34.10695874817223
"(6, 0)",1412,4.17407284953771,43.64275903220574
"(7, 0)",2438,4.3691057146331636,30.798937471383592
"(8, 0)",2487,4.361123568429513,31.27333166785058
"(9, 0)",2155,4.3743137133742325,31.289113981001055
"(10, 0)",1248,4.10044538872779,52.18621183621243
"(10, 0)",2482,4.3922618595066725,29.692669706127695
